2024-06-09 20:42:08,788.bbq_producer.INFO ==================================================
2024-06-09 20:42:08,788.bbq_producer.INFO Today is 2024-06-09 at 08:42 PM
2024-06-09 20:42:08,788.bbq_producer.INFO Running on: posix Darwin 21.4.0
2024-06-09 20:42:08,788.bbq_producer.INFO Python version:  3.12.2
2024-06-09 20:42:08,788.bbq_producer.INFO Python path: /Library/Frameworks/Python.framework/Versions/3.12
2024-06-09 20:42:08,788.bbq_producer.INFO Working dir: /Users/olakunlealabi/Documents/streaming-05-smart-smoker-5
2024-06-09 20:42:08,788.bbq_producer.INFO ==================================================
2024-06-09 20:42:10,879.bbq_producer.INFO Opened RabbitMQ
2024-06-09 20:42:26,597.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:16:45', 112.4)
2024-06-09 20:42:26,622.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:17:10', 254.3)
2024-06-09 20:42:26,640.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:17:15', 254.3)
2024-06-09 20:42:26,664.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:17:35', 120.0)
2024-06-09 20:42:26,688.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:17:40', 120.0)
2024-06-09 20:42:26,714.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:17:40', 113.1)
2024-06-09 20:42:26,740.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:17:45', 113.1)
2024-06-09 20:42:26,762.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:18:10', 254.3)
2024-06-09 20:42:26,784.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:18:15', 254.3)
2024-06-09 20:42:26,805.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:18:35', 120.6)
2024-06-09 20:42:26,831.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:18:40', 120.6)
2024-06-09 20:42:26,855.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:18:40', 113.8)
2024-06-09 20:42:26,880.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:18:45', 113.8)
2024-06-09 20:42:26,905.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:19:10', 253.6)
2024-06-09 20:42:26,931.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:19:15', 253.6)
2024-06-09 20:42:26,954.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:19:35', 121.3)
2024-06-09 20:42:26,979.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:19:40', 121.3)
2024-06-09 20:42:27,006.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:19:40', 114.5)
2024-06-09 20:42:27,032.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:19:45', 114.5)
2024-06-09 20:42:27,056.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:20:10', 253.6)
2024-06-09 20:42:27,081.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:20:15', 253.6)
2024-06-09 20:42:27,106.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:20:35', 121.9)
2024-06-09 20:42:27,135.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:20:40', 121.9)
2024-06-09 20:42:27,160.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:20:40', 115.1)
2024-06-09 20:42:27,182.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:20:45', 115.1)
2024-06-09 20:42:27,208.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:21:10', 255.0)
2024-06-09 20:42:27,230.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:21:15', 255.0)
2024-06-09 20:42:27,255.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:21:35', 122.5)
2024-06-09 20:42:27,281.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:21:40', 122.5)
2024-06-09 20:42:27,304.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:21:40', 115.8)
2024-06-09 20:42:27,325.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:21:45', 115.8)
2024-06-09 20:42:27,349.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:22:10', 256.4)
2024-06-09 20:42:27,369.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:22:15', 256.4)
2024-06-09 20:42:27,391.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:22:35', 123.1)
2024-06-09 20:42:27,412.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:22:40', 123.1)
2024-06-09 20:42:27,437.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:22:40', 116.4)
2024-06-09 20:42:27,464.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:22:45', 116.4)
2024-06-09 20:42:27,490.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:23:10', 256.7)
2024-06-09 20:42:27,513.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:23:15', 256.7)
2024-06-09 20:42:27,540.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:23:35', 123.8)
2024-06-09 20:42:27,559.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:23:40', 123.8)
2024-06-09 20:42:27,582.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:23:40', 117.0)
2024-06-09 20:42:27,604.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:23:45', 117.0)
2024-06-09 20:42:27,629.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:24:10', 256.4)
2024-06-09 20:42:27,650.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:24:15', 256.4)
2024-06-09 20:42:27,673.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:24:35', 124.3)
2024-06-09 20:42:27,697.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:24:40', 124.3)
2024-06-09 20:42:27,724.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:24:40', 117.7)
2024-06-09 20:42:27,746.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:24:45', 117.7)
2024-06-09 20:42:27,768.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:25:10', 256.3)
2024-06-09 20:42:27,792.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:25:15', 256.3)
2024-06-09 20:42:27,816.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:25:35', 124.9)
2024-06-09 20:42:27,837.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:25:40', 124.9)
2024-06-09 20:42:27,865.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:25:40', 118.2)
2024-06-09 20:42:27,887.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:25:45', 118.2)
2024-06-09 20:42:27,913.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:26:10', 256.6)
2024-06-09 20:42:27,936.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:26:15', 256.6)
2024-06-09 20:42:27,968.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:26:35', 125.5)
2024-06-09 20:42:27,987.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:26:40', 125.5)
2024-06-09 20:42:28,010.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:26:40', 118.8)
2024-06-09 20:42:28,029.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:26:45', 118.8)
2024-06-09 20:42:28,051.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:27:10', 257.0)
2024-06-09 20:42:28,073.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:27:15', 257.0)
2024-06-09 20:42:28,100.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:27:35', 126.1)
2024-06-09 20:42:28,123.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:27:40', 126.1)
2024-06-09 20:42:28,146.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:27:40', 119.4)
2024-06-09 20:42:28,168.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:27:45', 119.4)
2024-06-09 20:42:28,193.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:28:10', 257.1)
2024-06-09 20:42:28,214.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:28:15', 257.1)
2024-06-09 20:42:28,239.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:28:35', 126.6)
2024-06-09 20:42:28,263.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:28:40', 126.6)
2024-06-09 20:42:28,292.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:28:40', 120.0)
2024-06-09 20:42:28,313.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:28:45', 120.0)
2024-06-09 20:42:28,341.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:29:10', 257.9)
2024-06-09 20:42:28,366.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:29:15', 257.9)
2024-06-09 20:42:28,389.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:29:35', 127.2)
2024-06-09 20:42:28,414.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:29:40', 127.2)
2024-06-09 20:42:28,436.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:29:40', 120.5)
2024-06-09 20:42:28,457.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:29:45', 120.5)
2024-06-09 20:42:28,480.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:30:10', 257.1)
2024-06-09 20:42:28,504.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:30:15', 257.1)
2024-06-09 20:42:28,526.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:30:35', 127.7)
2024-06-09 20:42:28,546.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:30:40', 127.7)
2024-06-09 20:42:28,572.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:30:40', 121.1)
2024-06-09 20:42:28,595.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:30:45', 121.1)
2024-06-09 20:42:28,622.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:31:10', 258.4)
2024-06-09 20:42:28,646.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:31:15', 258.4)
2024-06-09 20:42:28,672.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:31:35', 128.2)
2024-06-09 20:42:28,705.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:31:40', 128.2)
2024-06-09 20:42:28,739.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:31:40', 121.7)
2024-06-09 20:42:28,765.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:31:45', 121.7)
2024-06-09 20:42:28,797.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:32:10', 258.1)
2024-06-09 20:42:28,819.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:32:15', 258.1)
2024-06-09 20:42:28,844.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:32:35', 128.7)
2024-06-09 20:42:28,865.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:32:40', 128.7)
2024-06-09 20:42:28,888.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:32:40', 122.2)
2024-06-09 20:42:28,912.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:32:45', 122.2)
2024-06-09 20:42:28,936.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:33:10', 260.2)
2024-06-09 20:42:28,972.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:33:15', 260.2)
2024-06-09 20:42:29,003.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:33:35', 129.2)
2024-06-09 20:42:29,024.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:33:40', 129.2)
2024-06-09 20:42:29,416.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:33:40', 122.7)
2024-06-09 20:42:29,432.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:33:45', 122.7)
2024-06-09 20:42:29,447.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:34:10', 261.7)
2024-06-09 20:42:29,461.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:34:15', 261.7)
2024-06-09 20:42:29,473.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:34:35', 129.7)
2024-06-09 20:42:29,484.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:34:40', 129.7)
2024-06-09 20:42:29,497.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:34:40', 123.3)
2024-06-09 20:42:29,509.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:34:45', 123.3)
2024-06-09 20:42:29,522.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:35:10', 261.3)
2024-06-09 20:42:29,534.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:35:15', 261.3)
2024-06-09 20:42:29,546.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:35:35', 130.2)
2024-06-09 20:42:29,559.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:35:40', 130.2)
2024-06-09 20:42:29,573.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:35:40', 123.8)
2024-06-09 20:42:29,584.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:35:45', 123.8)
2024-06-09 20:42:29,596.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:36:10', 260.4)
2024-06-09 20:42:29,612.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:36:15', 260.4)
2024-06-09 20:42:29,629.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:36:35', 130.7)
2024-06-09 20:42:29,641.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:36:40', 130.7)
2024-06-09 20:42:29,652.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:36:40', 124.3)
2024-06-09 20:42:29,663.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:36:45', 124.3)
2024-06-09 20:42:29,674.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:37:10', 259.5)
2024-06-09 20:42:29,684.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:37:15', 259.5)
2024-06-09 20:42:29,695.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:37:35', 131.2)
2024-06-09 20:42:29,706.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:37:40', 131.2)
2024-06-09 20:42:29,717.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:37:40', 124.8)
2024-06-09 20:42:29,729.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:37:45', 124.8)
2024-06-09 20:42:29,740.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:38:10', 262.2)
2024-06-09 20:42:29,751.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:38:15', 262.2)
2024-06-09 20:42:29,762.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:38:35', 131.7)
2024-06-09 20:42:29,774.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:38:40', 131.7)
2024-06-09 20:42:29,786.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:38:40', 125.3)
2024-06-09 20:42:29,799.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:38:45', 125.3)
2024-06-09 20:42:29,810.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:39:10', 259.4)
2024-06-09 20:42:29,822.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:39:15', 259.4)
2024-06-09 20:42:29,832.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:39:35', 132.2)
2024-06-09 20:42:29,842.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:39:40', 132.2)
2024-06-09 20:42:29,854.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:39:40', 125.8)
2024-06-09 20:42:29,865.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:39:45', 125.8)
2024-06-09 20:42:29,876.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:40:10', 262.1)
2024-06-09 20:42:29,888.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:40:15', 262.1)
2024-06-09 20:42:29,899.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:40:35', 132.7)
2024-06-09 20:42:29,913.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:40:40', 132.7)
2024-06-09 20:42:29,924.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:40:40', 126.3)
2024-06-09 20:42:29,936.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:40:45', 126.3)
2024-06-09 20:42:29,947.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:41:10', 261.1)
2024-06-09 20:42:29,959.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:41:15', 261.1)
2024-06-09 20:42:29,970.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:41:35', 133.2)
2024-06-09 20:42:29,981.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:41:40', 133.2)
2024-06-09 20:42:29,992.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:41:40', 126.7)
2024-06-09 20:42:30,004.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:41:45', 126.7)
2024-06-09 20:42:30,016.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:42:10', 261.0)
2024-06-09 20:42:30,028.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:42:15', 261.0)
2024-06-09 20:42:30,039.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:42:35', 133.6)
2024-06-09 20:42:30,051.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:42:40', 133.6)
2024-06-09 20:42:30,064.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:42:40', 127.2)
2024-06-09 20:42:30,078.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:42:45', 127.2)
2024-06-09 20:42:30,089.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:43:10', 261.4)
2024-06-09 20:42:30,102.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:43:15', 261.4)
2024-06-09 20:42:30,114.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:43:35', 134.0)
2024-06-09 20:42:30,126.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:43:40', 134.0)
2024-06-09 20:42:30,139.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:43:40', 127.7)
2024-06-09 20:42:30,151.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:43:45', 127.7)
2024-06-09 20:42:30,164.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:44:10', 259.2)
2024-06-09 20:42:30,177.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:44:15', 259.2)
2024-06-09 20:42:30,190.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:44:35', 134.4)
2024-06-09 20:42:30,205.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:44:40', 134.4)
2024-06-09 20:42:30,232.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:44:40', 128.2)
2024-06-09 20:42:30,254.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:44:45', 128.2)
2024-06-09 20:42:30,279.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:45:10', 258.7)
2024-06-09 20:42:30,303.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:45:15', 258.7)
2024-06-09 20:42:30,328.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:45:35', 134.9)
2024-06-09 20:42:30,352.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:45:40', 134.9)
2024-06-09 20:42:30,378.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:45:40', 128.6)
2024-06-09 20:42:30,400.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:45:45', 128.6)
2024-06-09 20:42:30,423.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:46:10', 259.2)
2024-06-09 20:42:30,448.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:46:15', 259.2)
2024-06-09 20:42:30,477.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:46:35', 135.3)
2024-06-09 20:42:30,499.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:46:40', 135.3)
2024-06-09 20:42:30,525.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:46:40', 129.1)
2024-06-09 20:42:30,555.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:46:45', 129.1)
2024-06-09 20:42:30,580.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:47:10', 262.4)
2024-06-09 20:42:30,609.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:47:15', 262.4)
2024-06-09 20:42:30,634.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:47:35', 135.7)
2024-06-09 20:42:30,661.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:47:40', 135.7)
2024-06-09 20:42:30,684.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:47:40', 129.5)
2024-06-09 20:42:30,708.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:47:45', 129.5)
2024-06-09 20:42:30,730.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:48:10', 263.1)
2024-06-09 20:42:30,760.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:48:15', 263.1)
2024-06-09 20:42:30,785.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:48:35', 136.1)
2024-06-09 20:42:30,809.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:48:40', 136.1)
2024-06-09 20:42:30,836.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:48:40', 130.0)
2024-06-09 20:42:30,862.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:48:45', 130.0)
2024-06-09 20:42:30,887.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:49:10', 260.2)
2024-06-09 20:42:30,917.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:49:15', 260.2)
2024-06-09 20:42:30,944.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:49:35', 136.5)
2024-06-09 20:42:30,966.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:49:40', 136.5)
2024-06-09 20:42:30,993.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:49:40', 130.4)
2024-06-09 20:42:31,023.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:49:45', 130.4)
2024-06-09 20:42:31,046.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:50:10', 259.5)
2024-06-09 20:42:31,073.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:50:15', 259.5)
2024-06-09 20:42:31,098.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:50:35', 136.9)
2024-06-09 20:42:31,127.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:50:40', 136.9)
2024-06-09 20:42:31,151.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:50:40', 130.8)
2024-06-09 20:42:31,180.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:50:45', 130.8)
2024-06-09 20:42:31,207.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:51:10', 259.2)
2024-06-09 20:42:31,233.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:51:15', 259.2)
2024-06-09 20:42:31,256.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:51:35', 137.3)
2024-06-09 20:42:31,282.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:51:40', 137.3)
2024-06-09 20:42:31,305.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:51:40', 131.2)
2024-06-09 20:42:31,327.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:51:45', 131.2)
2024-06-09 20:42:31,356.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:52:10', 263.9)
2024-06-09 20:42:31,382.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:52:15', 263.9)
2024-06-09 20:42:31,403.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:52:35', 137.7)
2024-06-09 20:42:31,428.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:52:40', 137.7)
2024-06-09 20:42:31,451.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:52:40', 131.7)
2024-06-09 20:42:31,472.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:52:45', 131.7)
2024-06-09 20:42:31,496.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:53:10', 265.0)
2024-06-09 20:42:31,520.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:53:15', 265.0)
2024-06-09 20:42:31,542.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:53:35', 138.1)
2024-06-09 20:42:31,565.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:53:40', 138.1)
2024-06-09 20:42:31,591.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:53:40', 132.1)
2024-06-09 20:42:31,612.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:53:45', 132.1)
2024-06-09 20:42:31,637.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:54:10', 263.8)
2024-06-09 20:42:31,667.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:54:15', 263.8)
2024-06-09 20:42:31,696.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:54:35', 138.4)
2024-06-09 20:42:31,724.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:54:40', 138.4)
2024-06-09 20:42:31,756.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:54:40', 132.5)
2024-06-09 20:42:31,779.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:54:45', 132.5)
2024-06-09 20:42:31,808.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:55:10', 264.7)
2024-06-09 20:42:31,837.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:55:15', 264.7)
2024-06-09 20:42:31,865.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:55:35', 138.8)
2024-06-09 20:42:31,892.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:55:40', 138.8)
2024-06-09 20:42:31,919.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:55:40', 132.9)
2024-06-09 20:42:31,944.bbq_producer.INFO Sent message to 02-food-B: ('05/22/21 15:55:45', 132.9)
2024-06-09 20:42:31,970.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:56:10', 265.0)
2024-06-09 20:42:31,991.bbq_producer.INFO Sent message to 01-smoker: ('05/22/21 15:56:15', 265.0)
2024-06-09 20:42:32,012.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:56:35', 139.2)
2024-06-09 20:42:32,037.bbq_producer.INFO Sent message to 02-food-A: ('05/22/21 15:56:40', 139.2)
